movieId,title,genres
252346,Milkwater (2020),Comedy|Drama
252348,American Badger (2021),Action|Thriller
252352,Nejlepší přítel (2017),Children|Comedy
252360,"Batman: The Long Halloween, Part One (2021)",Action|Animation|Crime|Mystery
252364,Supercool (2021),Action|Comedy
252366,Christmas Is Here Again (2007),Animation|Children|Comedy
252370,Taylor Swift: The 1989 World Tour - Live (2015),Documentary
252380,Jagame Thandhiram (2021),Action|Crime
252384,Los espejos del bosque (1945),Documentary
252386,The Birthday Cake (2021),Crime|Thriller
252388,The Big Jump (1927),Action|Adventure|Comedy
252390,Traffic Officer (1982),Comedy|Drama
252392,Legend of Lead Belly (2013),Documentary
252394,Bangkok Assassins (2011),Action|Drama|Romance
252396,The Hired Heart (1997),Drama|Romance
252398,Enough (2018),Animation
252400,Cautionary Tales (2016),Comedy|Drama
252402,"Hi, Mom (2021)",Comedy|Drama|Fantasy
252404,Other People's Letters (1975),Drama
252406,"Jump, Darling (2020)",Comedy
252408,Lost & Found in Rome (2021),Romance
252410,The Old Curiosity Shop (2007),Drama
252412,Eden (2020),Drama
252416,Hellraiser: Evolutions (2017),Documentary|Horror
252418,Howard Lovecraft & the Frozen Kingdom (2016),Animation|Children
252420,A Vampire's Tale (2011),Horror
252422,Deer Crossing (2012),Crime|Drama|Horror
252428,Ten Dead Men (2008),Action|Thriller
252434,Halloween... The Happy Haunting of America! (1997),Comedy|Documentary|Horror
252448,William Kelly's War (2014),War
252456,Corridor (1970),Documentary
252458,Forgotten We’ll Be (2020),Drama
252460,Douce France (2021),Documentary
252462,Playlist (2021),Comedy
252468,Me casé con un idiota (2019),Comedy
252474,Eddie Reynolds y los Ángeles de Acero (2014),(no genres listed)
252482,Lost Girl (2020),Thriller
252484,Barbarous Mexico (2014),Fantasy|Horror
252516,Roller Town (2011),Action|Drama|Thriller
252518,Roy's World: Barry Gifford's Chicago (2020),Documentary
252520,Uncle Howard (2017),Documentary
252526,Pitch (1997),Comedy|Documentary
252532,Wild Men (2021),(no genres listed)
252536,That Time of Year (2018),Comedy|Drama
252572,Black Box (2021),Mystery|Sci-Fi
252580,Three Stones for Jean Genet (2014),Documentary
252582,Saare Jahaan Se Mehnga (2013),Comedy|Drama
252584,Epicentro (2020),Documentary
252586,Quiet as Kept (2007),Drama
252588,The Deep Ones (2020),Horror|Sci-Fi
252590,The Tomorrow War (2021),Action|Sci-Fi
252596,Fingerprints (2006),Horror|Mystery|Thriller
252610,Baggio: The Divine Ponytail (2021),Drama
252622,Three Summers (2020),Comedy|Drama
252626,Good on Paper (2021),Comedy|Drama|Mystery|Romance|Thriller
252628,The Bermuda Triangle (1978),Adventure|Horror|Sci-Fi
252630,Zapatistas. Crónica de una Rebelión (2003),Documentary
252634,Apiyemiyekî? (2020),Documentary
252636,"Fidelio, Alice's Odyssey (2014)",Adventure|Comedy|Romance
252638,Beastie Boys (2008),Comedy|Drama
252642,Surprise Me! (2019),Romance
252646,False Positive (2021),Horror
252648,Death in Texas (2021),Action|Crime|Drama
252650,Feral State (2021),Thriller
252656,The Dunes (2018),Thriller
